subject,feature,region,hemi,method,c_x,c_y,n_units_tuned
sub-26,hue,STS,,cca,1e-05,3.1622776601683795e-05,2
sub-26,hue,temporal,,cca,1e-05,0.03162277660168379,2
sub-26,hue,frontal,,cca,1.0,3.1622776601683795e-05,2
sub-26,face,MT,,cca,1e-05,3.1622776601683795e-05,2
sub-26,face,STS,,cca,1.0,0.00031622776601683794,2
sub-26,face,temporal,,cca,1.0,0.01,2
sub-26,face,frontal,,cca,1.0,0.03162277660168379,2
sub-26,num_agents,MT,,cca,1e-05,0.0031622776601683794,2
sub-26,num_agents,STS,,cca,1.0,0.001,2
sub-26,num_agents,temporal,,cca,1.0,0.0031622776601683794,2
sub-26,num_agents,frontal,,cca,1e-05,0.31622776601683794,2
sub-26,social,MT,,cca,1e-05,3.1622776601683795e-05,2
sub-26,social,STS,,cca,1.0,0.1,2
sub-26,social,temporal,,cca,1.0,3.1622776601683795e-05,2
sub-26,social,frontal,,cca,1.0,0.0031622776601683794,2
sub-26,valence,MT,,cca,1e-05,0.001,2
sub-26,valence,STS,,cca,1.0,0.03162277660168379,2
sub-26,valence,temporal,,cca,0.31622776601683794,0.0001,2
sub-26,valence,frontal,,cca,1.0,0.001,2
sub-26,arousal,MT,,cca,1.0,0.1,2
sub-26,arousal,STS,,cca,1e-05,1e-05,2
sub-26,arousal,temporal,,cca,1e-05,1.0,2
sub-26,arousal,frontal,,cca,1e-05,0.0001,2
sub-26,pitch,MT,,cca,1e-05,0.00031622776601683794,2
sub-26,pitch,STS,,cca,1.0,0.00031622776601683794,2
sub-26,pitch,temporal,,cca,1.0,0.0031622776601683794,2
sub-26,pitch,frontal,,cca,1e-05,1e-05,2
sub-26,amplitude,MT,,cca,1.0,0.0001,2
sub-26,amplitude,STS,,cca,1.0,0.31622776601683794,2
sub-26,amplitude,temporal,,cca,1.0,0.01,2
sub-26,amplitude,frontal,,cca,1e-05,0.01,2
sub-26,music,MT,,cca,1.0,0.0001,2
sub-26,music,STS,,cca,1.0,0.01,2
sub-26,music,temporal,,cca,1.0,3.1622776601683795e-05,2
sub-26,music,frontal,,cca,1.0,3.1622776601683795e-05,2
sub-26,speaking,MT,,cca,1e-05,0.0031622776601683794,2
sub-26,speaking,STS,,cca,1.0,0.00031622776601683794,2
sub-26,speaking,temporal,,cca,1.0,1.0,2
sub-26,speaking,frontal,,cca,1.0,0.31622776601683794,2
sub-26,turn_taking,MT,,cca,1e-05,0.31622776601683794,2
sub-26,turn_taking,STS,,cca,1.0,0.1,2
sub-26,turn_taking,temporal,,cca,1.0,0.31622776601683794,2
sub-26,turn_taking,frontal,,cca,1e-05,0.0001,2
sub-26,mentalization,MT,,cca,1e-05,0.31622776601683794,2
sub-26,mentalization,STS,,cca,1e-05,0.01,2
sub-26,mentalization,temporal,,cca,0.1,1e-05,2
sub-26,mentalization,frontal,,cca,1e-05,1.0,2
sub-26,written_text,MT,,cca,1.0,0.1,2
sub-26,written_text,STS,,cca,1e-05,3.1622776601683795e-05,2
sub-26,written_text,temporal,,cca,1.0,0.0001,2
sub-26,written_text,frontal,,cca,1e-05,0.0001,2
sub-28,pixel,MT,,cca,1e-05,3.1622776601683795e-05,2
sub-28,pixel,STS,,cca,1.0,0.31622776601683794,2
sub-28,pixel,temporal,,cca,1e-05,0.1,2
sub-28,pixel,frontal,,cca,1e-05,1e-05,2
sub-28,hue,MT,,cca,1e-05,1e-05,2
sub-28,hue,STS,,cca,1.0,1.0,2
sub-28,hue,temporal,,cca,1.0,0.0031622776601683794,2
sub-28,hue,frontal,,cca,1.0,0.001,2
sub-28,face,MT,,cca,1e-05,0.31622776601683794,2
sub-28,face,STS,,cca,1.0,0.001,2
sub-28,face,temporal,,cca,1e-05,0.1,2
sub-28,face,frontal,,cca,1.0,0.31622776601683794,2
sub-28,num_agents,MT,,cca,1.0,0.0031622776601683794,2
sub-28,num_agents,STS,,cca,1.0,0.0031622776601683794,2
sub-28,num_agents,temporal,,cca,1.0,1.0,2
sub-28,num_agents,frontal,,cca,1e-05,1e-05,2
sub-28,social,MT,,cca,1.0,0.0001,2
sub-28,social,STS,,cca,1e-05,0.31622776601683794,2
sub-28,social,temporal,,cca,1.0,0.001,2
sub-28,social,frontal,,cca,1e-05,1.0,2
sub-28,valence,MT,,cca,1.0,0.03162277660168379,2
sub-28,valence,STS,,cca,1e-05,0.001,2
sub-28,valence,temporal,,cca,1.0,0.03162277660168379,2
sub-28,valence,frontal,,cca,0.31622776601683794,3.1622776601683795e-05,2
sub-28,arousal,MT,,cca,1e-05,1.0,2
sub-28,arousal,STS,,cca,1e-05,0.31622776601683794,2
sub-28,arousal,temporal,,cca,1e-05,0.1,2
sub-28,arousal,frontal,,cca,1.0,1e-05,2
sub-28,pitch,MT,,cca,1e-05,0.00031622776601683794,2
sub-28,pitch,STS,,cca,1e-05,0.31622776601683794,2
sub-28,pitch,temporal,,cca,1.0,3.1622776601683795e-05,2
sub-28,pitch,frontal,,cca,1e-05,1e-05,2
sub-28,amplitude,MT,,cca,1.0,0.00031622776601683794,2
sub-28,amplitude,STS,,cca,1e-05,0.00031622776601683794,2
sub-28,amplitude,temporal,,cca,1e-05,0.01,2
sub-28,amplitude,frontal,,cca,1.0,0.00031622776601683794,2
sub-28,music,MT,,cca,1e-05,3.1622776601683795e-05,2
sub-28,music,STS,,cca,1.0,0.03162277660168379,2
sub-28,music,temporal,,cca,1e-05,0.03162277660168379,2
sub-28,music,frontal,,cca,1e-05,3.1622776601683795e-05,2
sub-28,speaking,MT,,cca,1e-05,3.1622776601683795e-05,2
sub-28,speaking,STS,,cca,1.0,1e-05,2
sub-28,speaking,temporal,,cca,1e-05,0.001,2
sub-28,speaking,frontal,,cca,1.0,0.03162277660168379,2
sub-28,turn_taking,MT,,cca,1.0,0.00031622776601683794,2
sub-28,turn_taking,STS,,cca,1e-05,1.0,2
sub-28,turn_taking,temporal,,cca,1e-05,3.1622776601683795e-05,2
sub-28,turn_taking,frontal,,cca,0.31622776601683794,0.1,2
sub-28,mentalization,MT,,cca,1e-05,0.00031622776601683794,2
sub-28,mentalization,STS,,cca,1e-05,0.03162277660168379,2
sub-28,mentalization,temporal,,cca,1e-05,3.1622776601683795e-05,2
sub-28,mentalization,frontal,,cca,1e-05,0.01,2
sub-28,written_text,MT,,cca,1e-05,0.01,2
sub-28,written_text,STS,,cca,1e-05,0.31622776601683794,2
sub-28,written_text,temporal,,cca,1e-05,3.1622776601683795e-05,2
sub-28,written_text,frontal,,cca,1.0,0.01,2
sub-32,pixel,MT,,cca,0.01,0.01,1
sub-32,pixel,STS,,cca,1e-05,0.001,2
sub-32,pixel,temporal,,cca,1.0,0.001,2
sub-32,pixel,frontal,,cca,1e-05,0.001,2
sub-32,hue,MT,,cca,0.01,0.01,1
sub-32,hue,STS,,cca,1.0,0.0031622776601683794,2
sub-32,hue,temporal,,cca,1.0,3.1622776601683795e-05,2
sub-32,hue,frontal,,cca,1.0,0.0031622776601683794,2
sub-32,face,MT,,cca,0.01,0.03162277660168379,1
sub-32,face,STS,,cca,1e-05,0.31622776601683794,2
sub-32,face,temporal,,cca,1.0,0.03162277660168379,2
sub-32,face,frontal,,cca,1.0,0.01,2
sub-32,num_agents,MT,,cca,1e-05,0.0001,1
sub-32,num_agents,STS,,cca,1.0,0.0031622776601683794,2
sub-32,num_agents,temporal,,cca,1.0,0.0001,2
sub-32,num_agents,frontal,,cca,1e-05,0.03162277660168379,2
sub-32,social,MT,,cca,0.0031622776601683794,0.31622776601683794,1
sub-32,social,STS,,cca,1.0,1.0,2
sub-32,social,temporal,,cca,1.0,1e-05,2
sub-32,social,frontal,,cca,1e-05,0.31622776601683794,2
sub-32,valence,MT,,cca,0.01,0.31622776601683794,1
sub-32,valence,STS,,cca,1e-05,0.03162277660168379,2
sub-32,valence,temporal,,cca,1e-05,0.00031622776601683794,2
sub-32,valence,frontal,,cca,0.31622776601683794,0.1,2
sub-32,arousal,MT,,cca,0.00031622776601683794,0.1,1
sub-32,arousal,STS,,cca,1.0,0.1,2
sub-32,arousal,temporal,,cca,1e-05,1e-05,2
sub-32,arousal,frontal,,cca,1.0,1e-05,2
sub-32,pitch,MT,,cca,0.01,0.03162277660168379,1
sub-32,pitch,STS,,cca,1.0,0.00031622776601683794,2
sub-32,pitch,temporal,,cca,1.0,0.00031622776601683794,2
sub-32,pitch,frontal,,cca,1e-05,1e-05,2
sub-32,amplitude,MT,,cca,0.01,0.31622776601683794,1
sub-32,amplitude,STS,,cca,1.0,0.00031622776601683794,2
sub-32,amplitude,temporal,,cca,1.0,0.001,2
sub-32,amplitude,frontal,,cca,1.0,0.00031622776601683794,2
sub-32,music,MT,,cca,0.1,0.0031622776601683794,1
sub-32,music,STS,,cca,1.0,0.0001,2
sub-32,music,temporal,,cca,1e-05,3.1622776601683795e-05,2
sub-32,music,frontal,,cca,1e-05,1e-05,2
sub-32,speaking,MT,,cca,0.0001,0.0001,1
sub-32,speaking,STS,,cca,1.0,1e-05,2
sub-32,speaking,temporal,,cca,1.0,1e-05,2
sub-32,speaking,frontal,,cca,1e-05,0.0001,2
sub-32,turn_taking,MT,,cca,1e-05,1.0,1
sub-32,turn_taking,STS,,cca,1e-05,0.00031622776601683794,2
sub-32,turn_taking,temporal,,cca,1e-05,0.31622776601683794,2
sub-32,turn_taking,frontal,,cca,1.0,0.31622776601683794,2
sub-32,mentalization,MT,,cca,0.01,0.0001,1
sub-32,mentalization,STS,,cca,1e-05,0.01,2
sub-32,mentalization,temporal,,cca,1.0,0.001,2
sub-32,mentalization,frontal,,cca,1e-05,0.0031622776601683794,2
sub-32,written_text,MT,,cca,0.01,1e-05,1
sub-32,written_text,STS,,cca,1e-05,1e-05,2
sub-32,written_text,temporal,,cca,1e-05,0.0001,2
sub-32,written_text,frontal,,cca,1e-05,1e-05,2
sub-33,pixel,MT,,cca,1.0,0.0031622776601683794,2
sub-33,pixel,STS,,cca,1e-05,0.0001,2
sub-33,pixel,temporal,,cca,1e-05,0.01,2
sub-33,pixel,frontal,,cca,1.0,0.03162277660168379,2
sub-33,hue,MT,,cca,1e-05,0.0001,2
sub-33,hue,STS,,cca,1e-05,0.001,2
sub-33,hue,temporal,,cca,1e-05,3.1622776601683795e-05,2
sub-33,hue,frontal,,cca,1e-05,1.0,2
sub-33,face,MT,,cca,1.0,0.03162277660168379,2
sub-33,face,STS,,cca,1e-05,1.0,2
sub-33,face,temporal,,cca,1.0,0.03162277660168379,2
sub-33,face,frontal,,cca,1.0,0.00031622776601683794,2
sub-33,num_agents,MT,,cca,1e-05,0.03162277660168379,2
sub-33,num_agents,STS,,cca,1.0,0.03162277660168379,2
sub-33,num_agents,temporal,,cca,1.0,1.0,2
sub-33,num_agents,frontal,,cca,1.0,0.0031622776601683794,2
sub-33,social,MT,,cca,1e-05,0.0001,2
sub-33,social,STS,,cca,1e-05,1e-05,2
sub-33,social,temporal,,cca,1.0,3.1622776601683795e-05,2
sub-33,social,frontal,,cca,1.0,3.1622776601683795e-05,2
sub-33,valence,MT,,cca,1e-05,3.1622776601683795e-05,2
sub-33,valence,STS,,cca,1e-05,0.00031622776601683794,2
sub-33,valence,temporal,,cca,1e-05,1e-05,2
sub-33,valence,frontal,,cca,1e-05,0.03162277660168379,2
sub-33,arousal,MT,,cca,1.0,3.1622776601683795e-05,2
sub-33,arousal,STS,,cca,1e-05,0.1,2
sub-33,arousal,temporal,,cca,1e-05,0.1,2
sub-33,arousal,frontal,,cca,1e-05,3.1622776601683795e-05,2
sub-33,pitch,MT,,cca,0.31622776601683794,0.1,2
sub-33,pitch,STS,,cca,1.0,0.00031622776601683794,2
sub-33,pitch,temporal,,cca,1.0,0.00031622776601683794,2
sub-33,pitch,frontal,,cca,0.1,0.1,2
sub-33,amplitude,MT,,cca,1e-05,0.0001,2
sub-33,amplitude,STS,,cca,1e-05,0.00031622776601683794,2
sub-33,amplitude,temporal,,cca,1e-05,1.0,2
sub-33,amplitude,frontal,,cca,1e-05,0.03162277660168379,2
sub-33,music,MT,,cca,1.0,0.31622776601683794,2
sub-33,music,STS,,cca,1.0,0.00031622776601683794,2
sub-33,music,temporal,,cca,1.0,0.00031622776601683794,2
sub-33,music,frontal,,cca,1e-05,1e-05,2
sub-33,speaking,MT,,cca,1.0,1e-05,2
sub-33,speaking,STS,,cca,1.0,1.0,2
sub-33,speaking,temporal,,cca,1.0,1e-05,2
sub-33,speaking,frontal,,cca,1.0,1e-05,2
sub-33,turn_taking,MT,,cca,1e-05,0.01,2
sub-33,turn_taking,STS,,cca,1e-05,0.0031622776601683794,2
sub-33,turn_taking,temporal,,cca,1e-05,0.00031622776601683794,2
sub-33,turn_taking,frontal,,cca,1e-05,1e-05,2
sub-33,mentalization,MT,,cca,1.0,0.1,2
sub-33,mentalization,STS,,cca,1.0,0.03162277660168379,2
sub-33,mentalization,temporal,,cca,1.0,0.001,2
sub-33,mentalization,frontal,,cca,1.0,0.001,2
sub-33,written_text,MT,,cca,1e-05,0.03162277660168379,2
sub-33,written_text,STS,,cca,0.03162277660168379,0.31622776601683794,2
sub-33,written_text,temporal,,cca,1.0,0.0001,2
sub-33,written_text,frontal,,cca,1.0,0.0001,2
sub-35,pixel,MT,,cca,1e-05,0.31622776601683794,2
sub-35,pixel,STS,,cca,1e-05,0.001,2
sub-35,pixel,temporal,,cca,1e-05,0.01,2
sub-35,pixel,frontal,,cca,1e-05,0.31622776601683794,2
sub-35,hue,MT,,cca,1e-05,0.01,2
sub-35,hue,STS,,cca,1.0,1e-05,2
sub-35,hue,temporal,,cca,0.1,0.1,2
sub-35,hue,frontal,,cca,1.0,0.1,2
sub-35,face,MT,,cca,1.0,0.0001,2
sub-35,face,STS,,cca,1e-05,3.1622776601683795e-05,2
sub-35,face,temporal,,cca,1e-05,0.31622776601683794,2
sub-35,face,frontal,,cca,1.0,0.0031622776601683794,2
sub-35,num_agents,MT,,cca,1.0,0.001,2
sub-35,num_agents,STS,,cca,1.0,0.0031622776601683794,2
sub-35,num_agents,temporal,,cca,1.0,1.0,2
sub-35,num_agents,frontal,,cca,1.0,1.0,2
sub-35,social,MT,,cca,1.0,1.0,2
sub-35,social,STS,,cca,1.0,1e-05,2
sub-35,social,temporal,,cca,1.0,0.0031622776601683794,2
sub-35,social,frontal,,cca,1e-05,0.0031622776601683794,2
sub-35,valence,MT,,cca,1e-05,1e-05,2
sub-35,valence,STS,,cca,1.0,1.0,2
sub-35,valence,temporal,,cca,1.0,0.0031622776601683794,2
sub-35,valence,frontal,,cca,1e-05,0.0001,2
sub-35,arousal,MT,,cca,1.0,0.31622776601683794,2
sub-35,arousal,STS,,cca,1e-05,3.1622776601683795e-05,2
sub-35,arousal,temporal,,cca,1.0,1e-05,2
sub-35,arousal,frontal,,cca,1.0,0.31622776601683794,2
sub-35,pitch,MT,,cca,1.0,0.0031622776601683794,2
sub-35,pitch,STS,,cca,1e-05,1e-05,2
sub-35,pitch,temporal,,cca,1e-05,0.0001,2
sub-35,pitch,frontal,,cca,1e-05,0.00031622776601683794,2
sub-35,amplitude,MT,,cca,1e-05,3.1622776601683795e-05,2
sub-35,amplitude,STS,,cca,1e-05,0.0001,2
sub-35,amplitude,temporal,,cca,1e-05,1.0,2
sub-35,amplitude,frontal,,cca,1e-05,0.01,2
sub-35,music,MT,,cca,1e-05,0.0001,2
sub-35,music,STS,,cca,1e-05,0.31622776601683794,2
sub-35,music,temporal,,cca,1.0,0.31622776601683794,2
sub-35,music,frontal,,cca,1.0,0.31622776601683794,2
sub-35,speaking,MT,,cca,1.0,0.01,2
sub-35,speaking,STS,,cca,1.0,1e-05,2
sub-35,speaking,temporal,,cca,1.0,1e-05,2
sub-35,speaking,frontal,,cca,1.0,0.0001,2
sub-35,turn_taking,MT,,cca,1e-05,0.0001,2
sub-35,turn_taking,STS,,cca,1e-05,0.03162277660168379,2
sub-35,turn_taking,temporal,,cca,1e-05,0.001,2
sub-35,turn_taking,frontal,,cca,1.0,0.03162277660168379,2
sub-35,mentalization,MT,,cca,1.0,0.1,2
sub-35,mentalization,STS,,cca,1e-05,0.31622776601683794,2
sub-35,mentalization,temporal,,cca,1.0,0.31622776601683794,2
sub-35,mentalization,frontal,,cca,1e-05,0.01,2
sub-35,written_text,MT,,cca,1e-05,0.03162277660168379,2
sub-35,written_text,STS,,cca,1.0,0.0001,2
sub-35,written_text,temporal,,cca,1.0,0.001,2
sub-35,written_text,frontal,,cca,1.0,1e-05,2
sub-36,pixel,MT,,cca,1.0,0.001,2
sub-36,pixel,STS,,cca,1.0,0.03162277660168379,2
sub-36,pixel,temporal,,cca,1.0,0.001,2
sub-36,pixel,frontal,,cca,1.0,0.01,2
sub-36,hue,MT,,cca,1.0,0.001,2
sub-36,hue,STS,,cca,1e-05,0.31622776601683794,2
sub-36,hue,temporal,,cca,1e-05,0.001,2
sub-36,hue,frontal,,cca,1.0,0.1,2
sub-36,face,MT,,cca,1e-05,0.001,2
sub-36,face,STS,,cca,1.0,1.0,2
sub-36,face,temporal,,cca,1.0,0.03162277660168379,2
sub-36,face,frontal,,cca,1.0,0.03162277660168379,2
sub-36,num_agents,MT,,cca,1.0,0.0031622776601683794,2
sub-36,num_agents,STS,,cca,1e-05,1e-05,2
sub-36,num_agents,temporal,,cca,1e-05,0.001,2
sub-36,num_agents,frontal,,cca,1.0,0.03162277660168379,2
sub-36,social,MT,,cca,1e-05,0.001,2
sub-36,social,STS,,cca,1.0,0.1,2
sub-36,social,temporal,,cca,1e-05,0.0001,2
sub-36,social,frontal,,cca,1.0,3.1622776601683795e-05,2
sub-36,valence,MT,,cca,1e-05,0.31622776601683794,2
sub-36,valence,STS,,cca,1.0,0.03162277660168379,2
sub-36,valence,temporal,,cca,1.0,1.0,2
sub-36,valence,frontal,,cca,1.0,0.03162277660168379,2
sub-36,arousal,MT,,cca,1.0,3.1622776601683795e-05,2
sub-36,arousal,STS,,cca,1.0,3.1622776601683795e-05,2
sub-36,arousal,temporal,,cca,1.0,1e-05,2
sub-36,arousal,frontal,,cca,1e-05,0.0031622776601683794,2
sub-36,pitch,MT,,cca,1e-05,0.00031622776601683794,2
sub-36,pitch,STS,,cca,1e-05,3.1622776601683795e-05,2
sub-36,pitch,temporal,,cca,1e-05,0.1,2
sub-36,pitch,frontal,,cca,1.0,0.0031622776601683794,2
sub-36,amplitude,MT,,cca,1.0,0.0001,2
sub-36,amplitude,STS,,cca,1e-05,0.01,2
sub-36,amplitude,temporal,,cca,1e-05,0.00031622776601683794,2
sub-36,amplitude,frontal,,cca,1e-05,0.00031622776601683794,2
sub-36,music,MT,,cca,1.0,0.0001,2
sub-36,music,STS,,cca,1e-05,0.001,2
sub-36,music,temporal,,cca,1.0,0.00031622776601683794,2
sub-36,music,frontal,,cca,1e-05,0.00031622776601683794,2
sub-36,speaking,MT,,cca,1e-05,0.0031622776601683794,2
sub-36,speaking,STS,,cca,1.0,3.1622776601683795e-05,2
sub-36,speaking,temporal,,cca,1.0,1e-05,2
sub-36,speaking,frontal,,cca,1.0,1.0,2
sub-36,turn_taking,MT,,cca,1e-05,1e-05,2
sub-36,turn_taking,STS,,cca,1.0,0.0001,2
sub-36,turn_taking,temporal,,cca,1.0,0.03162277660168379,2
sub-36,turn_taking,frontal,,cca,1.0,0.03162277660168379,2
sub-36,mentalization,MT,,cca,1.0,0.0031622776601683794,2
sub-36,mentalization,STS,,cca,1.0,0.001,2
sub-36,mentalization,temporal,,cca,1.0,0.0031622776601683794,2
sub-36,mentalization,frontal,,cca,1e-05,0.01,2
sub-36,written_text,MT,,cca,1.0,0.0001,2
sub-36,written_text,STS,,cca,1e-05,0.03162277660168379,2
sub-36,written_text,temporal,,cca,1e-05,0.00031622776601683794,2
sub-36,written_text,frontal,,cca,1e-05,0.01,2
sub-38,pixel,MT,,cca,1.0,0.00031622776601683794,2
sub-38,pixel,STS,,cca,1e-05,0.001,2
sub-38,pixel,temporal,,cca,1.0,0.31622776601683794,2
sub-38,pixel,frontal,,cca,1e-05,1e-05,2
sub-38,hue,MT,,cca,1.0,0.00031622776601683794,2
sub-38,hue,STS,,cca,1.0,0.00031622776601683794,2
sub-38,hue,temporal,,cca,1.0,1e-05,2
sub-38,hue,frontal,,cca,1.0,0.00031622776601683794,2
sub-38,face,MT,,cca,1.0,0.01,2
sub-38,face,STS,,cca,1.0,1.0,2
sub-38,face,temporal,,cca,1e-05,0.31622776601683794,2
sub-38,face,frontal,,cca,1e-05,0.1,2
sub-38,num_agents,MT,,cca,1.0,0.0031622776601683794,2
sub-38,num_agents,STS,,cca,1.0,0.0031622776601683794,2
sub-38,num_agents,temporal,,cca,1.0,0.0031622776601683794,2
sub-38,num_agents,frontal,,cca,1e-05,0.03162277660168379,2
sub-38,social,MT,,cca,1e-05,0.00031622776601683794,2
sub-38,social,STS,,cca,1.0,0.001,2
sub-38,social,temporal,,cca,1e-05,0.31622776601683794,2
sub-38,social,frontal,,cca,1.0,0.01,2
sub-38,valence,MT,,cca,1.0,1.0,2
sub-38,valence,STS,,cca,0.31622776601683794,0.1,2
sub-38,valence,temporal,,cca,1e-05,0.31622776601683794,2
sub-38,valence,frontal,,cca,0.31622776601683794,0.31622776601683794,2
sub-38,arousal,MT,,cca,1.0,3.1622776601683795e-05,2
sub-38,arousal,STS,,cca,1.0,3.1622776601683795e-05,2
sub-38,arousal,temporal,,cca,1e-05,1e-05,2
sub-38,arousal,frontal,,cca,1e-05,0.0001,2
sub-38,pitch,MT,,cca,1.0,3.1622776601683795e-05,2
sub-38,pitch,STS,,cca,1.0,0.00031622776601683794,2
sub-38,pitch,temporal,,cca,1.0,1.0,2
sub-38,pitch,frontal,,cca,1.0,0.00031622776601683794,2
sub-38,amplitude,MT,,cca,1.0,0.00031622776601683794,2
sub-38,amplitude,STS,,cca,1e-05,0.01,2
sub-38,amplitude,temporal,,cca,1e-05,1e-05,2
sub-38,amplitude,frontal,,cca,1.0,0.0001,2
sub-38,music,MT,,cca,1.0,3.1622776601683795e-05,2
sub-38,music,STS,,cca,1.0,3.1622776601683795e-05,2
sub-38,music,temporal,,cca,1.0,0.00031622776601683794,2
sub-38,music,frontal,,cca,1e-05,0.0031622776601683794,2
sub-38,speaking,MT,,cca,1.0,1e-05,2
sub-38,speaking,STS,,cca,1e-05,0.03162277660168379,2
sub-38,speaking,temporal,,cca,1.0,0.001,2
sub-38,speaking,frontal,,cca,1.0,0.0031622776601683794,2
sub-38,turn_taking,MT,,cca,1.0,0.00031622776601683794,2
sub-38,turn_taking,STS,,cca,1.0,0.0001,2
sub-38,turn_taking,temporal,,cca,1.0,0.03162277660168379,2
sub-38,turn_taking,frontal,,cca,1.0,0.001,2
sub-38,mentalization,MT,,cca,1.0,0.03162277660168379,2
sub-38,mentalization,STS,,cca,1e-05,3.1622776601683795e-05,2
sub-38,mentalization,temporal,,cca,1e-05,0.0031622776601683794,2
sub-38,mentalization,frontal,,cca,1.0,3.1622776601683795e-05,2
sub-38,written_text,MT,,cca,1e-05,0.0001,2
sub-38,written_text,STS,,cca,1.0,0.1,2
sub-38,written_text,temporal,,cca,1e-05,0.00031622776601683794,2
sub-38,written_text,frontal,,cca,1e-05,0.00031622776601683794,2
sub-39,pixel,MT,,cca,1e-05,0.01,2
sub-39,pixel,STS,,cca,1.0,0.03162277660168379,2
sub-39,pixel,temporal,,cca,1e-05,0.0001,2
sub-39,pixel,frontal,,cca,1.0,0.00031622776601683794,2
sub-39,hue,MT,,cca,1e-05,0.00031622776601683794,2
sub-39,hue,STS,,cca,0.31622776601683794,0.0031622776601683794,2
sub-39,hue,temporal,,cca,1.0,0.001,2
sub-39,hue,frontal,,cca,1.0,0.0031622776601683794,2
sub-39,face,MT,,cca,1.0,3.1622776601683795e-05,2
sub-39,face,STS,,cca,1e-05,0.03162277660168379,2
sub-39,face,temporal,,cca,1e-05,0.31622776601683794,2
sub-39,face,frontal,,cca,1.0,0.0031622776601683794,2
sub-39,num_agents,MT,,cca,1e-05,0.01,2
sub-39,num_agents,STS,,cca,1.0,0.0031622776601683794,2
sub-39,num_agents,temporal,,cca,1.0,0.0001,2
sub-39,num_agents,frontal,,cca,1.0,0.0031622776601683794,2
sub-39,social,MT,,cca,1.0,0.0031622776601683794,2
sub-39,social,STS,,cca,1e-05,1e-05,2
sub-39,social,temporal,,cca,1e-05,0.01,2
sub-39,social,frontal,,cca,1.0,0.001,2
sub-39,valence,MT,,cca,1e-05,0.0001,2
sub-39,valence,STS,,cca,1.0,1.0,2
sub-39,valence,temporal,,cca,1.0,0.001,2
sub-39,valence,frontal,,cca,0.1,3.1622776601683795e-05,2
sub-39,arousal,MT,,cca,1.0,0.001,2
sub-39,arousal,STS,,cca,1e-05,1e-05,2
sub-39,arousal,temporal,,cca,1.0,0.1,2
