subject,feature,region,hemi,method,c_x,c_y,n_units_tuned
sub-54,turn_taking,STS,,cca,1.0,0.03162277660168379,2
sub-54,turn_taking,temporal,,cca,1.0,0.03162277660168379,2
sub-54,turn_taking,frontal,,cca,1.0,0.03162277660168379,2
sub-54,mentalization,MT,,cca,1.0,1.0,2
sub-54,mentalization,STS,,cca,1e-05,0.00031622776601683794,2
sub-54,mentalization,temporal,,cca,1.0,0.03162277660168379,2
sub-54,mentalization,frontal,,cca,1e-05,0.0001,2
sub-54,written_text,MT,,cca,1.0,0.001,2
sub-54,written_text,STS,,cca,1e-05,0.01,2
sub-54,written_text,temporal,,cca,1e-05,1.0,2
sub-54,written_text,frontal,,cca,1e-05,0.31622776601683794,2
sub-55,pixel,MT,,cca,0.01,0.1,2
sub-55,pixel,STS,,cca,1.0,0.31622776601683794,2
sub-55,pixel,temporal,,cca,1e-05,0.1,2
sub-55,pixel,frontal,,cca,1e-05,0.0001,2
sub-55,hue,MT,,cca,1e-05,0.0001,2
sub-55,hue,STS,,cca,1.0,0.00031622776601683794,2
sub-55,hue,temporal,,cca,1e-05,0.0001,2
sub-55,hue,frontal,,cca,1e-05,3.1622776601683795e-05,2
sub-55,face,MT,,cca,1e-05,0.1,2
sub-55,face,STS,,cca,1.0,0.01,2
sub-55,face,temporal,,cca,1.0,0.00031622776601683794,2
sub-55,face,frontal,,cca,1.0,0.03162277660168379,2
sub-55,num_agents,MT,,cca,1.0,1.0,2
sub-55,num_agents,STS,,cca,1e-05,0.03162277660168379,2
sub-55,num_agents,temporal,,cca,1e-05,0.1,2
sub-55,num_agents,frontal,,cca,1e-05,1e-05,2
sub-55,social,MT,,cca,1.0,3.1622776601683795e-05,2
sub-55,social,STS,,cca,1.0,1.0,2
sub-55,social,temporal,,cca,1.0,0.001,2
sub-55,social,frontal,,cca,1e-05,3.1622776601683795e-05,2
sub-55,valence,MT,,cca,1.0,0.00031622776601683794,2
sub-55,valence,STS,,cca,0.1,1.0,2
sub-55,valence,temporal,,cca,1.0,0.00031622776601683794,2
sub-55,valence,frontal,,cca,1.0,0.001,2
sub-55,arousal,MT,,cca,1.0,3.1622776601683795e-05,2
sub-55,arousal,STS,,cca,1e-05,0.03162277660168379,2
sub-55,arousal,temporal,,cca,1.0,0.31622776601683794,2
sub-55,arousal,frontal,,cca,1e-05,0.0031622776601683794,2
sub-55,pitch,MT,,cca,1e-05,0.03162277660168379,2
sub-55,pitch,STS,,cca,1e-05,0.0001,2
sub-55,pitch,temporal,,cca,1.0,1e-05,2
sub-55,pitch,frontal,,cca,1e-05,3.1622776601683795e-05,2
sub-55,amplitude,MT,,cca,1e-05,0.0031622776601683794,2
sub-55,amplitude,STS,,cca,1e-05,0.01,2
sub-55,amplitude,temporal,,cca,1.0,0.00031622776601683794,2
sub-55,amplitude,frontal,,cca,1.0,0.00031622776601683794,2
sub-55,music,MT,,cca,1e-05,1.0,2
sub-55,music,STS,,cca,1.0,0.0031622776601683794,2
sub-55,music,temporal,,cca,0.31622776601683794,0.01,2
sub-55,music,frontal,,cca,1.0,0.00031622776601683794,2
sub-55,speaking,MT,,cca,1.0,1e-05,2
sub-55,speaking,STS,,cca,1.0,1.0,2
sub-55,speaking,temporal,,cca,1.0,3.1622776601683795e-05,2
sub-55,speaking,frontal,,cca,1e-05,0.0031622776601683794,2
sub-55,turn_taking,MT,,cca,0.03162277660168379,0.03162277660168379,2
sub-55,turn_taking,STS,,cca,1e-05,1.0,2
sub-55,turn_taking,temporal,,cca,1.0,0.03162277660168379,2
sub-55,turn_taking,frontal,,cca,1.0,0.03162277660168379,2
sub-55,mentalization,MT,,cca,1.0,0.03162277660168379,2
sub-55,mentalization,STS,,cca,1e-05,1e-05,2
sub-55,mentalization,temporal,,cca,1.0,0.001,2
sub-55,mentalization,frontal,,cca,1e-05,0.001,2
sub-55,written_text,MT,,cca,1.0,0.1,2
sub-55,written_text,STS,,cca,1.0,0.001,2
sub-55,written_text,temporal,,cca,1.0,0.001,2
sub-55,written_text,frontal,,cca,1e-05,1e-05,2
sub-56,pixel,MT,,cca,1.0,0.0001,2
sub-56,pixel,STS,,cca,1e-05,3.1622776601683795e-05,2
sub-56,pixel,temporal,,cca,1.0,0.0001,2
sub-56,pixel,frontal,,cca,1e-05,0.03162277660168379,2
sub-56,hue,MT,,cca,1.0,1.0,2
sub-56,hue,STS,,cca,1e-05,0.001,2
sub-56,hue,temporal,,cca,1.0,0.0031622776601683794,2
sub-56,hue,frontal,,cca,1.0,0.03162277660168379,2
sub-56,face,MT,,cca,1.0,1.0,2
sub-56,face,STS,,cca,1e-05,0.001,2
sub-56,face,temporal,,cca,1.0,3.1622776601683795e-05,2
sub-56,face,frontal,,cca,1.0,0.00031622776601683794,2
sub-56,num_agents,MT,,cca,1e-05,0.0001,2
sub-56,num_agents,STS,,cca,1e-05,0.00031622776601683794,2
sub-56,num_agents,temporal,,cca,1e-05,3.1622776601683795e-05,2
sub-56,num_agents,frontal,,cca,1.0,0.0031622776601683794,2
sub-56,social,MT,,cca,1.0,0.0031622776601683794,2
sub-56,social,STS,,cca,1e-05,0.001,2
sub-56,social,temporal,,cca,1.0,0.31622776601683794,2
sub-56,social,frontal,,cca,1e-05,0.0031622776601683794,2
sub-56,valence,MT,,cca,1e-05,0.00031622776601683794,2
sub-56,valence,STS,,cca,1e-05,0.31622776601683794,2
sub-56,valence,temporal,,cca,1.0,0.03162277660168379,2
sub-56,valence,frontal,,cca,1.0,0.03162277660168379,2
sub-56,arousal,MT,,cca,1e-05,3.1622776601683795e-05,2
sub-56,arousal,STS,,cca,1.0,0.31622776601683794,2
sub-56,arousal,temporal,,cca,1e-05,0.0001,2
sub-56,arousal,frontal,,cca,1.0,3.1622776601683795e-05,2
sub-56,pitch,MT,,cca,0.31622776601683794,0.1,2
sub-56,pitch,STS,,cca,1e-05,0.1,2
sub-56,pitch,temporal,,cca,1.0,0.0031622776601683794,2
sub-56,pitch,frontal,,cca,1.0,0.0031622776601683794,2
sub-56,amplitude,MT,,cca,1.0,0.00031622776601683794,2
sub-56,amplitude,STS,,cca,1.0,0.0001,2
sub-56,amplitude,temporal,,cca,1.0,0.00031622776601683794,2
sub-56,amplitude,frontal,,cca,1e-05,0.0001,2
sub-56,music,MT,,cca,1.0,0.0001,2
sub-56,music,STS,,cca,1.0,0.0001,2
sub-56,music,temporal,,cca,1e-05,0.1,2
sub-56,music,frontal,,cca,1.0,0.01,2
sub-56,speaking,MT,,cca,1.0,0.00031622776601683794,2
sub-56,speaking,STS,,cca,1e-05,0.0001,2
sub-56,speaking,temporal,,cca,1.0,1.0,2
sub-56,speaking,frontal,,cca,1e-05,0.00031622776601683794,2
sub-56,turn_taking,MT,,cca,1e-05,0.00031622776601683794,2
sub-56,turn_taking,STS,,cca,1e-05,1.0,2
sub-56,turn_taking,temporal,,cca,1.0,1.0,2
sub-56,turn_taking,frontal,,cca,1e-05,0.1,2
sub-56,mentalization,MT,,cca,1.0,1e-05,2
sub-56,mentalization,STS,,cca,1e-05,3.1622776601683795e-05,2
sub-56,mentalization,temporal,,cca,1e-05,0.001,2
sub-56,mentalization,frontal,,cca,1e-05,0.03162277660168379,2
sub-56,written_text,MT,,cca,1.0,0.001,2
sub-56,written_text,STS,,cca,1e-05,3.1622776601683795e-05,2
sub-56,written_text,temporal,,cca,1e-05,1e-05,2
sub-56,written_text,frontal,,cca,1.0,0.001,2
sub-57,pixel,MT,,cca,1.0,0.001,2
sub-57,pixel,STS,,cca,1e-05,0.1,2
sub-57,pixel,temporal,,cca,1.0,1.0,2
sub-57,pixel,frontal,,cca,1e-05,0.01,2
sub-57,hue,MT,,cca,1.0,0.00031622776601683794,2
sub-57,hue,STS,,cca,1.0,3.1622776601683795e-05,2
sub-57,hue,temporal,,cca,1e-05,0.0031622776601683794,2
sub-57,hue,frontal,,cca,1.0,1.0,2
sub-57,face,MT,,cca,1e-05,1e-05,2
sub-57,face,STS,,cca,1e-05,0.0031622776601683794,2
sub-57,face,temporal,,cca,1e-05,0.1,2
sub-57,face,frontal,,cca,1e-05,0.001,2
sub-57,num_agents,MT,,cca,1e-05,0.1,2
sub-57,num_agents,STS,,cca,1.0,0.0001,2
sub-57,num_agents,temporal,,cca,1e-05,0.03162277660168379,2
sub-57,num_agents,frontal,,cca,1.0,0.0001,2
sub-57,social,MT,,cca,1.0,0.00031622776601683794,2
sub-57,social,STS,,cca,1e-05,0.0001,2
sub-57,social,temporal,,cca,1e-05,0.03162277660168379,2
sub-57,social,frontal,,cca,1e-05,0.03162277660168379,2
sub-57,valence,MT,,cca,1.0,1e-05,2
sub-57,valence,STS,,cca,1.0,0.03162277660168379,2
sub-57,valence,temporal,,cca,1.0,0.00031622776601683794,2
sub-57,valence,frontal,,cca,0.31622776601683794,0.0001,2
sub-57,arousal,MT,,cca,1e-05,0.0001,2
sub-57,arousal,STS,,cca,1.0,3.1622776601683795e-05,2
sub-57,arousal,temporal,,cca,1e-05,0.0031622776601683794,2
sub-57,arousal,frontal,,cca,1e-05,0.001,2
sub-57,pitch,MT,,cca,1e-05,0.31622776601683794,2
sub-57,pitch,STS,,cca,1e-05,0.0031622776601683794,2
sub-57,pitch,temporal,,cca,1.0,3.1622776601683795e-05,2
sub-57,pitch,frontal,,cca,1e-05,0.1,2
sub-57,amplitude,MT,,cca,1e-05,0.01,2
sub-57,amplitude,STS,,cca,1.0,0.0001,2
sub-57,amplitude,temporal,,cca,1.0,0.001,2
sub-57,amplitude,frontal,,cca,1.0,0.1,2
sub-57,music,MT,,cca,1.0,0.1,2
sub-57,music,STS,,cca,1e-05,0.00031622776601683794,2
sub-57,music,temporal,,cca,1.0,0.001,2
sub-57,music,frontal,,cca,1.0,0.31622776601683794,2
sub-57,speaking,MT,,cca,1.0,1e-05,2
sub-57,speaking,STS,,cca,1.0,0.00031622776601683794,2
sub-57,speaking,temporal,,cca,1e-05,0.00031622776601683794,2
sub-57,speaking,frontal,,cca,1e-05,1e-05,2
sub-57,turn_taking,MT,,cca,1.0,0.01,2
sub-57,turn_taking,STS,,cca,1e-05,0.03162277660168379,2
sub-57,turn_taking,temporal,,cca,1e-05,1.0,2
sub-57,turn_taking,frontal,,cca,1e-05,1.0,2
sub-57,mentalization,MT,,cca,1.0,0.00031622776601683794,2
sub-57,mentalization,STS,,cca,1.0,0.00031622776601683794,2
sub-57,mentalization,temporal,,cca,1.0,1e-05,2
sub-57,mentalization,frontal,,cca,1.0,0.001,2
sub-57,written_text,MT,,cca,1.0,0.1,2
sub-57,written_text,STS,,cca,1.0,0.0001,2
sub-57,written_text,temporal,,cca,1.0,0.0001,2
sub-57,written_text,frontal,,cca,1.0,0.1,2
sub-58,pixel,MT,,cca,1.0,0.03162277660168379,2
sub-58,pixel,STS,,cca,3.1622776601683795e-05,0.1,1
sub-58,pixel,temporal,,cca,3.1622776601683795e-05,0.1,1
sub-58,pixel,frontal,,cca,3.1622776601683795e-05,0.1,1
sub-58,hue,MT,,cca,1.0,3.1622776601683795e-05,2
sub-58,hue,STS,,cca,3.1622776601683795e-05,1e-05,1
sub-58,hue,temporal,,cca,3.1622776601683795e-05,1e-05,1
sub-58,hue,frontal,,cca,3.1622776601683795e-05,1e-05,1
sub-58,face,MT,,cca,1e-05,3.1622776601683795e-05,2
sub-58,face,STS,,cca,3.1622776601683795e-05,0.00031622776601683794,1
sub-58,face,temporal,,cca,3.1622776601683795e-05,0.00031622776601683794,1
sub-58,face,frontal,,cca,3.1622776601683795e-05,0.00031622776601683794,1
sub-58,num_agents,MT,,cca,1.0,1.0,2
sub-58,num_agents,STS,,cca,0.001,0.31622776601683794,1
sub-58,num_agents,temporal,,cca,0.001,0.31622776601683794,1
sub-58,num_agents,frontal,,cca,0.001,0.31622776601683794,1
sub-58,social,MT,,cca,1e-05,0.001,2
sub-58,social,STS,,cca,3.1622776601683795e-05,0.0031622776601683794,1
sub-58,social,temporal,,cca,3.1622776601683795e-05,0.0031622776601683794,1
sub-58,social,frontal,,cca,3.1622776601683795e-05,0.0031622776601683794,1
sub-58,valence,MT,,cca,1e-05,0.1,2
sub-58,valence,STS,,cca,3.1622776601683795e-05,0.1,1
sub-58,valence,temporal,,cca,3.1622776601683795e-05,0.1,1
sub-58,valence,frontal,,cca,3.1622776601683795e-05,0.1,1
sub-58,arousal,MT,,cca,1e-05,1.0,2
sub-58,arousal,STS,,cca,3.1622776601683795e-05,0.0031622776601683794,1
sub-58,arousal,temporal,,cca,3.1622776601683795e-05,0.0031622776601683794,1
sub-58,arousal,frontal,,cca,3.1622776601683795e-05,0.0031622776601683794,1
sub-58,pitch,MT,,cca,1.0,0.00031622776601683794,2
sub-58,pitch,STS,,cca,3.1622776601683795e-05,0.00031622776601683794,1
sub-58,pitch,temporal,,cca,3.1622776601683795e-05,0.00031622776601683794,1
sub-58,pitch,frontal,,cca,3.1622776601683795e-05,0.00031622776601683794,1
sub-58,amplitude,MT,,cca,1e-05,0.01,2
sub-58,amplitude,STS,,cca,3.1622776601683795e-05,0.00031622776601683794,1
sub-58,amplitude,temporal,,cca,3.1622776601683795e-05,0.00031622776601683794,1
sub-58,amplitude,frontal,,cca,3.1622776601683795e-05,0.00031622776601683794,1
sub-58,music,MT,,cca,1e-05,0.1,2
sub-58,music,STS,,cca,0.03162277660168379,0.03162277660168379,1
sub-58,music,temporal,,cca,0.03162277660168379,0.03162277660168379,1
sub-58,music,frontal,,cca,0.03162277660168379,0.03162277660168379,1
sub-58,speaking,MT,,cca,1.0,3.1622776601683795e-05,2
sub-58,speaking,STS,,cca,3.1622776601683795e-05,0.001,1
sub-58,speaking,temporal,,cca,3.1622776601683795e-05,0.001,1
sub-58,speaking,frontal,,cca,3.1622776601683795e-05,0.001,1
sub-58,turn_taking,MT,,cca,1.0,0.0031622776601683794,2
sub-58,turn_taking,STS,,cca,0.01,1e-05,1
sub-58,turn_taking,temporal,,cca,0.01,1e-05,1
sub-58,turn_taking,frontal,,cca,0.01,1e-05,1
sub-58,mentalization,MT,,cca,1e-05,0.0001,2
sub-58,mentalization,STS,,cca,3.1622776601683795e-05,0.0031622776601683794,1
sub-58,mentalization,temporal,,cca,3.1622776601683795e-05,0.0031622776601683794,1
sub-58,mentalization,frontal,,cca,3.1622776601683795e-05,0.0031622776601683794,1
sub-58,written_text,MT,,cca,1.0,0.1,2
sub-58,written_text,STS,,cca,0.00031622776601683794,0.0031622776601683794,1
sub-58,written_text,temporal,,cca,0.00031622776601683794,0.0031622776601683794,1
sub-58,written_text,frontal,,cca,0.00031622776601683794,0.0031622776601683794,1
sub-60,pixel,MT,,cca,1e-05,1e-05,2
sub-60,pixel,STS,,cca,1e-05,0.1,2
sub-60,pixel,temporal,,cca,1e-05,1e-05,2
sub-60,pixel,frontal,,cca,0.31622776601683794,0.1,2
sub-60,hue,MT,,cca,1.0,0.31622776601683794,2
sub-60,hue,STS,,cca,1e-05,0.31622776601683794,2
sub-60,hue,temporal,,cca,1.0,0.01,2
sub-60,hue,frontal,,cca,0.03162277660168379,3.1622776601683795e-05,2
sub-60,face,MT,,cca,1e-05,0.00031622776601683794,2
sub-60,face,STS,,cca,1e-05,1e-05,2
sub-60,face,temporal,,cca,1.0,0.03162277660168379,2
sub-60,face,frontal,,cca,1.0,0.31622776601683794,2
sub-60,num_agents,MT,,cca,1e-05,0.0031622776601683794,2
sub-60,num_agents,STS,,cca,1.0,1.0,2
sub-60,num_agents,temporal,,cca,1e-05,0.0031622776601683794,2
sub-60,num_agents,frontal,,cca,1e-05,0.03162277660168379,2
sub-60,social,MT,,cca,1e-05,0.1,2
sub-60,social,STS,,cca,1e-05,0.00031622776601683794,2
sub-60,social,temporal,,cca,1e-05,0.0031622776601683794,2
sub-60,social,frontal,,cca,1.0,0.001,2
sub-60,valence,MT,,cca,1e-05,0.03162277660168379,2
sub-60,valence,STS,,cca,1e-05,3.1622776601683795e-05,2
sub-60,valence,temporal,,cca,1e-05,0.31622776601683794,2
sub-60,valence,frontal,,cca,1e-05,0.03162277660168379,2
sub-60,arousal,MT,,cca,1e-05,1e-05,2
sub-60,arousal,STS,,cca,1.0,0.001,2
sub-60,arousal,temporal,,cca,1e-05,0.1,2
sub-60,arousal,frontal,,cca,1.0,3.1622776601683795e-05,2
sub-60,pitch,MT,,cca,1e-05,0.0001,2
sub-60,pitch,STS,,cca,1.0,0.01,2
sub-60,pitch,temporal,,cca,1.0,0.00031622776601683794,2
sub-60,pitch,frontal,,cca,1.0,0.0031622776601683794,2
sub-60,amplitude,MT,,cca,1e-05,0.0031622776601683794,2
sub-60,amplitude,STS,,cca,1.0,0.001,2
sub-60,amplitude,temporal,,cca,1e-05,0.31622776601683794,2
sub-60,amplitude,frontal,,cca,1.0,1.0,2
sub-60,music,MT,,cca,1e-05,0.00031622776601683794,2
sub-60,music,STS,,cca,1e-05,0.31622776601683794,2
sub-60,music,temporal,,cca,1.0,1.0,2
sub-60,music,frontal,,cca,1.0,0.00031622776601683794,2
sub-60,speaking,MT,,cca,1e-05,0.001,2
sub-60,speaking,STS,,cca,1e-05,0.0031622776601683794,2
sub-60,speaking,temporal,,cca,1e-05,0.1,2
sub-60,speaking,frontal,,cca,1e-05,0.31622776601683794,2
sub-60,turn_taking,MT,,cca,1e-05,0.1,2
sub-60,turn_taking,STS,,cca,1e-05,0.0001,2
sub-60,turn_taking,temporal,,cca,1.0,0.03162277660168379,2
sub-60,turn_taking,frontal,,cca,1.0,0.03162277660168379,2
sub-60,mentalization,MT,,cca,1.0,0.03162277660168379,2
sub-60,mentalization,STS,,cca,1.0,3.1622776601683795e-05,2
sub-60,mentalization,temporal,,cca,1e-05,1.0,2
sub-60,mentalization,frontal,,cca,1e-05,0.01,2
sub-60,written_text,MT,,cca,1.0,0.0001,2
sub-60,written_text,STS,,cca,1.0,0.1,2
sub-60,written_text,temporal,,cca,1e-05,0.03162277660168379,2
sub-60,written_text,frontal,,cca,1e-05,0.0001,2
sub-61,pixel,MT,,cca,1e-05,0.00031622776601683794,2
sub-61,pixel,STS,,cca,1e-05,0.0001,2
sub-61,pixel,temporal,,cca,1e-05,0.1,2
sub-61,pixel,frontal,,cca,1.0,1e-05,2
sub-61,hue,MT,,cca,1e-05,0.03162277660168379,2
sub-61,hue,STS,,cca,1.0,3.1622776601683795e-05,2
sub-61,hue,temporal,,cca,1.0,0.1,2
sub-61,hue,frontal,,cca,1.0,0.00031622776601683794,2
sub-61,face,MT,,cca,1e-05,1.0,2
sub-61,face,STS,,cca,1e-05,0.0001,2
sub-61,face,temporal,,cca,1e-05,1e-05,2
sub-61,face,frontal,,cca,1e-05,0.0001,2
sub-61,num_agents,MT,,cca,1.0,0.01,2
sub-61,num_agents,STS,,cca,1e-05,0.001,2
sub-61,num_agents,temporal,,cca,1e-05,0.1,2
sub-61,num_agents,frontal,,cca,1.0,0.0001,2
sub-61,social,MT,,cca,1.0,0.31622776601683794,2
sub-61,social,STS,,cca,1e-05,0.1,2
sub-61,social,temporal,,cca,1e-05,0.03162277660168379,2
sub-61,social,frontal,,cca,1.0,0.001,2
sub-61,valence,MT,,cca,1.0,0.03162277660168379,2
sub-61,valence,STS,,cca,1.0,0.1,2
sub-61,valence,temporal,,cca,1.0,0.03162277660168379,2
sub-61,valence,frontal,,cca,1e-05,3.1622776601683795e-05,2
sub-61,arousal,MT,,cca,1e-05,0.001,2
sub-61,arousal,STS,,cca,1.0,0.31622776601683794,2
sub-61,arousal,temporal,,cca,1e-05,0.03162277660168379,2
sub-61,arousal,frontal,,cca,1e-05,1.0,2
sub-61,pitch,MT,,cca,1e-05,0.001,2
sub-61,pitch,STS,,cca,1.0,0.31622776601683794,2
sub-61,pitch,temporal,,cca,1.0,1e-05,2
sub-61,pitch,frontal,,cca,1.0,0.31622776601683794,2
sub-61,amplitude,MT,,cca,1.0,0.00031622776601683794,2
sub-61,amplitude,STS,,cca,1.0,0.00031622776601683794,2
sub-61,amplitude,temporal,,cca,1.0,0.001,2
sub-61,amplitude,frontal,,cca,1.0,0.03162277660168379,2
sub-61,music,MT,,cca,1.0,0.0001,2
sub-61,music,STS,,cca,1e-05,0.03162277660168379,2
sub-61,music,temporal,,cca,1e-05,0.001,2
sub-61,music,frontal,,cca,1.0,0.001,2
sub-61,speaking,MT,,cca,1.0,0.001,2
sub-61,speaking,STS,,cca,1e-05,0.0001,2
sub-61,speaking,temporal,,cca,1e-05,0.00031622776601683794,2
sub-61,speaking,frontal,,cca,1e-05,1.0,2
sub-61,turn_taking,MT,,cca,1e-05,0.03162277660168379,2
sub-61,turn_taking,STS,,cca,1e-05,0.00031622776601683794,2
sub-61,turn_taking,temporal,,cca,1e-05,0.31622776601683794,2
sub-61,turn_taking,frontal,,cca,1.0,0.0031622776601683794,2
sub-61,mentalization,MT,,cca,1.0,0.1,2
sub-61,mentalization,STS,,cca,1e-05,0.01,2
sub-61,mentalization,temporal,,cca,1e-05,1.0,2
sub-61,mentalization,frontal,,cca,1e-05,0.001,2
sub-61,written_text,MT,,cca,1.0,0.00031622776601683794,2
sub-61,written_text,STS,,cca,1.0,0.1,2
sub-61,written_text,temporal,,cca,1e-05,0.1,2
sub-61,written_text,frontal,,cca,1.0,0.1,2
sub-62,pixel,MT,,cca,0.01,0.01,1
sub-62,pixel,STS,,cca,1e-05,0.1,2
sub-62,pixel,temporal,,cca,1.0,0.00031622776601683794,2
sub-62,pixel,frontal,,cca,1.0,1.0,2
sub-62,hue,MT,,cca,0.01,0.01,1
sub-62,hue,STS,,cca,1e-05,1e-05,2
sub-62,hue,temporal,,cca,0.31622776601683794,1e-05,2
sub-62,hue,frontal,,cca,1.0,0.03162277660168379,2
sub-62,face,MT,,cca,0.01,0.03162277660168379,1
sub-62,face,STS,,cca,1e-05,1e-05,2
sub-62,face,temporal,,cca,1e-05,0.31622776601683794,2
sub-62,face,frontal,,cca,1e-05,0.31622776601683794,2
sub-62,num_agents,MT,,cca,1e-05,0.0001,1
sub-62,num_agents,STS,,cca,1e-05,0.01,2
sub-62,num_agents,temporal,,cca,1.0,1.0,2
sub-62,num_agents,frontal,,cca,1e-05,0.0031622776601683794,2
sub-62,social,MT,,cca,0.0031622776601683794,0.31622776601683794,1
sub-62,social,STS,,cca,1e-05,0.03162277660168379,2
sub-62,social,temporal,,cca,1.0,3.1622776601683795e-05,2
sub-62,social,frontal,,cca,1e-05,0.31622776601683794,2
sub-62,valence,MT,,cca,0.01,0.31622776601683794,1
sub-62,valence,STS,,cca,1e-05,0.001,2
sub-62,valence,temporal,,cca,1.0,0.03162277660168379,2
sub-62,valence,frontal,,cca,1e-05,3.1622776601683795e-05,2
sub-62,arousal,MT,,cca,0.00031622776601683794,0.1,1
sub-62,arousal,STS,,cca,1e-05,1e-05,2
sub-62,arousal,temporal,,cca,1e-05,1.0,2
sub-62,arousal,frontal,,cca,1.0,1e-05,2
sub-62,pitch,MT,,cca,0.01,0.03162277660168379,1
sub-62,pitch,STS,,cca,1.0,1.0,2
sub-62,pitch,temporal,,cca,1e-05,0.03162277660168379,2
sub-62,pitch,frontal,,cca,1.0,0.1,2
sub-62,amplitude,MT,,cca,0.01,0.31622776601683794,1
sub-62,amplitude,STS,,cca,1e-05,0.31622776601683794,2
sub-62,amplitude,temporal,,cca,1e-05,0.0001,2
sub-62,amplitude,frontal,,cca,1.0,0.00031622776601683794,2
sub-62,music,MT,,cca,0.1,0.0031622776601683794,1
sub-62,music,STS,,cca,1e-05,0.0001,2
sub-62,music,temporal,,cca,1e-05,1.0,2
sub-62,music,frontal,,cca,1e-05,0.001,2
sub-62,speaking,MT,,cca,0.0001,0.0001,1
sub-62,speaking,STS,,cca,1e-05,0.1,2
sub-62,speaking,temporal,,cca,1.0,0.0031622776601683794,2
sub-62,speaking,frontal,,cca,1e-05,0.00031622776601683794,2
sub-62,turn_taking,MT,,cca,1e-05,1.0,1
sub-62,turn_taking,STS,,cca,1e-05,3.1622776601683795e-05,2
sub-62,turn_taking,temporal,,cca,1e-05,0.001,2
sub-62,turn_taking,frontal,,cca,1e-05,0.1,2
sub-62,mentalization,MT,,cca,0.01,0.0001,1
sub-62,mentalization,STS,,cca,1.0,0.31622776601683794,2
sub-62,mentalization,temporal,,cca,1e-05,0.1,2
sub-62,mentalization,frontal,,cca,1.0,0.1,2
sub-62,written_text,MT,,cca,0.01,1e-05,1
sub-62,written_text,STS,,cca,1e-05,0.00031622776601683794,2
sub-62,written_text,temporal,,cca,1e-05,0.1,2
sub-62,written_text,frontal,,cca,1e-05,3.1622776601683795e-05,2
